SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/13/2025","aaaef613-418a-4a5f-af72-d224d7dee2c6","Storage","Tiered Block Blob","US East 2","GRS List and Create Container Operations","0.0042","0.000420"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/14/2025","aaaef613-418a-4a5f-af72-d224d7dee2c6","Storage","Tiered Block Blob","US East 2","GRS List and Create Container Operations","0.0028","0.000280"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/15/2025","aaaef613-418a-4a5f-af72-d224d7dee2c6","Storage","Tiered Block Blob","US East 2","GRS List and Create Container Operations","0.0009","0.000090"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/16/2025","aaaef613-418a-4a5f-af72-d224d7dee2c6","Storage","Tiered Block Blob","US East 2","GRS List and Create Container Operations","0.0005","0.000050"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/14/2025","223d8004-d29a-46cf-b4f4-d2d34b12548b","Storage","Files","All","LRS Write Operations - Free","0.14","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/15/2025","223d8004-d29a-46cf-b4f4-d2d34b12548b","Storage","Files","All","LRS Write Operations - Free","0.6582","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/16/2025","223d8004-d29a-46cf-b4f4-d2d34b12548b","Storage","Files","All","LRS Write Operations - Free","0.0097","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/14/2025","e8ae79ad-c2ab-4d82-b226-dd3c33dfd40c","Storage","Files","All","List Operations - Free","0.0057","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/15/2025","e8ae79ad-c2ab-4d82-b226-dd3c33dfd40c","Storage","Files","All","List Operations - Free","0.0005","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/16/2025","e8ae79ad-c2ab-4d82-b226-dd3c33dfd40c","Storage","Files","All","List Operations - Free","0.001","0.000000"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","3/29/2025","adcb29f0-8680-51f6-b779-dd63b73ab68c","Azure Cosmos DB","serverless","US East 2","1M RUs","2.2E-05","0.000006"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","3/30/2025","adcb29f0-8680-51f6-b779-dd63b73ab68c","Azure Cosmos DB","serverless","US East 2","1M RUs","1.1E-05","0.000003"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/14/2025","0f824807-2376-435c-95c9-f992b67a07b0","Key Vault","All","All","Operations","0.0139","0.000417"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/15/2025","0f824807-2376-435c-95c9-f992b67a07b0","Key Vault","All","All","Operations","0.0011","0.000033"
"Azure for Students","0f97e534-99fb-44d6-af08-d92f0aa12382","5/16/2025","0f824807-2376-435c-95c9-f992b67a07b0","Key Vault","All","All","Operations","0.0007","0.000021"
